content,score,Label
"Dear moonton,gua kasih bintang 4 dulu karena sinyal sama gb MMR doang tapi untuk yang lain udah pas tolong perbaiki lagi jadi jangan asal nambah nambah skin doang, perbaiki dlu sinyal kasian sama yang lain di lobby bilang nya hijau tapi pas main ngelag hijau merah gitu tolong perbaiki lagi kalo udah gua kasih 5 thanks",5,Positif
"Game yang sangat baik untuk dimainkan bersama keluarga dan teman dekat, sangat hangat, menimbulkan kasih sayang yang sangat mendalam sekali, game no kikir dan paling pengertian dengan player-playernya.",5,Positif
Skinnn skiinn dan skinnn mulu yg di perbanyakk... Tapi jaringan makin kesini makin gx jelas.. Padahal gw pake data+wifi masih aja frame.. Tolong lah lu perbaiki supaya gx kaya gini gw main dah lebih dari 3 tahun ngabisin duit banyak buat topup tapi pas main gx memuaskan karena masalah jaringan lag lag and lagggggg🗿😒,4,Positif
seumur hidup baru kali ini nemu game yang bagus seru dan menantang:) grafis ok gameplay ok ... player nya sopan sopan ramahh dan saling mengingatkan kalau kita buat salah dan gamenya ramah banget di kasih skin terus love u MLBB semoga sukses selalu #mlbbneverdie🥵🗿😘,5,Positif
kenapa ya pas aku main itu dapet tim selalu buta map trus dapet tim bot di mode rangked nah kalau klasik sebalik nya dapet tim bagus² pas kalah gua yang gendong gua kil 9 mati 4 assist 10 kok perak apa dark sistem?,4,Positif
"Saya adalah player lama game ini, saya sangat suka dengan game ini. Tetapi sejak di update versi baru di dalam pertandingan saya suka keluar sendiri dan menghubungkan kembali ke game Moga aja moonton segera memperbaiki masalah ini, Terima kasih",5,Positif
Semakin kesini semakin jelek game kualitas sinyal nya dulu dulu sinyal lancar sekarang harus pake wifi biar setabil saya mohon perbaiki kualitas sinyal untuk jaringan biasa,4,Positif
"monton tolong buatin sistem pemilihan role dong sebelum main khusus player solo, biar gak ketemu sama pemain lain yang role nya sama, buat ngebantu pemain solo",4,Positif
"Tolong Ya Fiture Banned Chat (MUTE) tdk perlu di adakan...! bagaimana para player tidak bicara Toxic kalau monton saja mengatur game / musuh ketika matchmaking dikasih team yg DARK SYSTEM semua! di imbangkan lah yg bisa sama yg bisa / sama yg lumayan bisa team nya. JANGAN yg bisa main di isi sama team yg gak bisa sama sekali.. Dikira Push Rank gak capek??? kita main game juga selalu top up , isi data & perlu waktu.. di minimalisirkan ya monton kalau matchmaking yg sesuai team nya !",1,Negatif
Saya sangat kesal dengan mengaitkan akun game saya ke monton di karenakan akun saya sudah terdaftar akan tetapi di suruh mendaftar ulang bukan di masukan akun dikarenakan. Email saya sudah sudah terdaftar sya kesal Bagaimana akun di masuk nyah,4,Positif
Game nya bagus sih. Sistem nya aja yang ga beres. Banyak player dengan performa bermain yang sangat buruk bisa berada di tier yang yang lebih tinggi. Sedang kan cara bermain nya sangat payah. Item aja kagak paham,5,Positif
"Akhir2 ini sering ngelag,,, patah2 dan game terasa berat... Padahal hp yg sy pkek oppo reno 5 ram 8... Gmn tuch bos ???",5,Positif
"Untuk developer yang paling kikir sejagat raya, tolong matchmaking nya yang adil dong sialan, masa saya main solo ketemu tim nya bocah beban semua lah musunya spek penjoki,dan juga masalah jaringan masa saya satu tim (orang random) nge lag semua sedangkan musuhnya lancar banget. Yah kalo bisa kasih bintang nol mending saya kasih bintang nol aja ni game ini mau ngasih bintang satu aja gk ikhlas sebenernya mah. Kata kata: ""game tolol kikir developer kikir sialan semoga bangkrut""",1,Negatif
permainan nya bagus tapi kalau buat yang baru suka turun rank kalau mau buat episode baru tolong jangan dj turunin terus rank nya nanti kelamaan bisa bisa gak akan terkenal lagi karena orang orang main ini juga butuh kesabaran terus cape lagi 🙏🙏😒😔😡 kalau turun teh terlalu jauh masa udah legend terus ke epic gak salah tu 😡😡😡 pokoknya kecewa gak mau lagi main,2,Negatif
Gamenya sudah bagus dan saya sudah mulai menguasai namun ad hal yang ingin saya keluhkan kenapa ketika reset season harus menghilangkan replay padahal memiliki moment yang bagus dan kenangan yang tidak terlupakan ketika reset semua itu hilang begitu saja ayolah montoon turunkan rank saja replaynya tidak usah dihapus susah membuat moment seperti itu,4,Positif
"Sudah mulai baik tapi tolong perbaiki saya saat fase draf pik / memulai game saya mengalami login ulang ke dalam game nya,hanya itusaja saya ucapkan terimakasih.",5,Positif
"Lumayan lah dari ku,, aku sering main-hapus, download-undownload. Yaa,, susah susah gampanglah untuk ditakluki. Walaupun.. ada beberapa bug juga siii. Tolong diperbaiki juga macth makingnya",4,Positif
Saya sangat suka dengan game ini tetapi aku sudah capek capek ningkatin bitang epic ku sampai epi ll tetapi kenapa Moonton nurunin jadi epic v saya kecewa saya sampai nangis karena epic ku menurun moonton jahat :(,5,Positif
"Sistem matchmakingnya rusak parah,,,ketemu tim tolol terus,,,gini kok pengen player betah main,,. Perbaiki sistem matchmakingnya supaya imbang,,. Yang tolol ketemu tim tolol,,yang pro ketemu tim pro.",1,Negatif
Bagus sih tapi saat aku main rank sering kalah terus mohon monton kasih musuh tuh yang stabil sama cara main kita jadi mohon di bagian dikit yah tapi makasih karena udah kasih skin gratis di tunggu ya monton 🙃,4,Positif
Game nya bagus dan sangat seru untuk dimainin pas lagi gabut dan malas tapi tolong harga top up nya dikurangin dikit y min,5,Positif
Bisa gak sihhhh kalo computer nya itu jangan yang susah donngggg aku capek dari tadi kalah mulu males jadinya padahal di pelatihan dulu itu musuh nya itu noob semua sekarang tambah pro bisa gak sih di ganti kaya dulu lagi tolong ya tolonggg banget 😕😕😕,4,Positif
Tolong di perbaiki masalahnya ketika kita keluar dari gem dan masuk lagi karakter nya jalan sendiri sampe selesai permainan mohon di atasi,1,Negatif
"ples lah klaw main di clasic terserah player mau pick Hero apa, kok tiba2 sistem mengubah Hero yg kita pilih, itu yang bikin saya sebagai player melakukan AFK, udah semangat main tiba-tiba jadi ngga moood",1,Negatif
Utk kredit skornya itu tolong ringankan masa kita main harus menang baru nambah kan capek apalagi kalo tim darksistem kita main serius tetep percuma kalo masih sama aja mending pindah HOK,1,Negatif
"Game tidak adil, match making tidak seimbang...... Solo rank sering setim dengan orang ngetrol,, solo rank seperti sudah di seting... Edit, sampai saat ini match making masih tidak adil buat solo player. Dan fitur highlight tolong dikembalikan.",1,Negatif
Sebenernya gamenya bagus tapi ayolah moonton smpek butuh 8 GB coba😭 bisa gasih diturunin ntr makin banyak yang pensiun dahlah lama2 mo pensiun juga aku nih bah mending main game sebelah kalo gini mah main ga enak patah²,5,Positif
"Gak ada turnamen magic chess, bisa gk dipisah kaya dulu lg,, menuh2in memori aja, keluhan cuma soal bug dan frame padahal jaringan bagus. Kasian yg ram hp cuma 2 gb doang..",5,Positif
"Aku sudah suka dengan game ini dan sekarang aku sudah putus asa.karena di Hp aku,sudah tidak bisa masuk ke game ini lagi.yang hanya memunculkan logonya saja.padahal aku masih ingin memainkanya.cape sudah beemacam cara yang aku lakukan.dari mulai mengembalikan pengaturan hp ku ke pengaturan pabrik.instal gamenya lagi dan hapus gamenya lagi.instal kembali. Hasilnya masih tetap muncul logonya saja.tetap tidak bisa masuk ke gamenya. Tolong kepada devlover. Moonton izinkan hp aku agar bisa masuk lgi.",1,Negatif
Admin ml pliss kasih hero gratis dah setidaknya 1 hari 1 hero tapi harus nyelesain misu atau langsung kasi kotak yg dapat 10 - 20 hero gw ketika main clasic enak banget pake hero nya tapi gk bisa beli mahal banget atau nurunin harga hero nya plissssssssssssssssssss,5,Positif
"Woi moonton,jls² ada rekan tim yg feed atau mengganggu gameplay msih aja ngk di hukum kocak.....lu liat pelanggaran dri mananya sih?lu liat kga gameplaynya hah??percuma ada menu laporkan tpi tidak di cek gameplaynya .....gj bet ni game",1,Negatif
"Tolong perhatikan para player feed dengan sengaja yang baik,dan tolong jangan terlalu anda gabungkan para player yang fokus sama drack sistem atau para player feeder.hukuman buat para player troll yang sekarang itu terlalu ringan, dikarenakan hukuman yang terlalu ringan para player troll semakin merajalela dikalangan ML.",4,Positif
"Penyesalan. Karna telah menginstal game ini, dari lebih 100 pertandingan. Tidak pernah saya langsung ke Mythic. Karna selalu mendapatkan tim yang tidak setimpal. Saya sampai sedih, kecewa, dan ketika sudah capai puncak saya menangis. Kenapa selalu seperti ini. Dari pertama saya main masih ada saja dan tidak pernah di fix.. saya sudah pasrah. Dan mungkin saya akan hapus MLBB dan berfokus ke game lain. Jadi sekian saja dari saya. Saya sudah kecewa sekali dengan anda..",1,Negatif
"Entah sistem matchmaking moonton yang kurang adil atau maraknya sistem joki ini, membuat saya tidak bisa menikmati game ini. Rank saya sudah glory tapi masih sering saya mendapati di rank yang sama tidak tahu draft ataupun emblem dan item yang asal. Saya harap moonton lekas memperbaiki masalah ini.",1,Negatif
"makin kesini jaringannya semakin amburadul, masa ketika pertandingan berlangsung dan berhadapan dengan musuh jaringan tiba² lost, dan ketika heri saya udh mati jaringan normal kembali, dan begitu terus sampai 2x, ini membuat tidak nyaman dalam bermain player gak jelas anjiiiinggggg, bukan diban aja player dark system player lu makin kagak jelas ngentooooooootttttt",1,Negatif
Game nya bagus sih tpi yg paling gw gk suka kredit sekornya dikit afk langsung kurang tu kredit sekor..jdi mls mainnya mending pindah ke game honor of king,1,Negatif
"Monton knp ml saya suka nyangkut saat matchmaking dri 2019 sy gapernah nyangkut skrg ko suka nyangkut kredit skor saya jadi ga bisa buat rank, tolong perbaiki, lagi dan lagi ngestuck di matchmaking setelah update hadeh game rusak nih lama²",2,Negatif
Tiap bulan update haduh...rusak rusak aja game ini.rusak gamenya rusak para pemainnya...jadi pemalas bodoh dan lupa waktu.coba aja rata rata pemain game ini waktu buat ibadahnya kurang....kadang lewat..sistem Dajjal merusak otak ....game iblis,1,Negatif
"1.Bagus tapi banyak skin gratis pas ada pesaing kalo gak ada honor of king kayaknya gak akan ada skin gratis ini cara yang menurut gua agak curang soalnya ada banyak skin gratis,baru muncul pas ada pesaing 2. Masalah jaringan dari ml Majapahit kayaknya masalahnya sama aja udah bagus jaringan tiba tiba lag keluar game terus kena lapor tim,kan bukan salah kita tapi salah moonton yang rakus uang hasil top up yang gak mau betulin masalah yang mengganggu selama permainan",5,Positif
Di mohon untuk pihak monton untuk memperbaiki sistem star protection point ketika saya bermain dan match nya invalid point star nya bertambah dan menghilangkan star protection saya hingga memperlambat naik rank,2,Negatif
Ini sangat bagus dari yang ku kira terima kasih montonn sudah kasi skin gratis kami menghargai nya karena skin nya banyak sekali ada skin aspirant skin epik skin venom dan lain-lain itu sangat penting untuk kita semua selalu kuat untuk main game mobile legend #semangat terus ya montonn#,5,Positif
Game bagus nya udh bgs tapi draft nya yang bner lah masa gw main di mytic ketemu imo/GLORY?? Tolong di perbagus lagi ya draft pick nya.............. ............................................. . ........................................................................................................................................................ Buat yg mw mbr add nama:YANDEX GAME,4,Positif
"Ku coba update udh selesai pas buka muncul logo moonton dan logo mlbb, nah mulai kejanggalan logo moonton sama mlbb itu restart terus berulang2,tolonglah moonton diperbaiki lagi system nya kasian mereka yg hape kentang....",1,Negatif
"Game rusak , banyak ketidakadilan di beberapa mode match, terutama di mode match magic chess terlalu condong ketidakadilan dimana sebagian player diperlukan dengan mudah sebagiannya lagi di perburuk saat match",1,Negatif
game russakk KIKIR buat main ngeglitch² gak jelas grafik udah rata kiri ttp gak bisa buat main HOK rata kanan aja masih mulus² aja buat main PUBG 40 fps aja masih lancar main FF MAX Grafik MAX rata kanan juga masih lancar kenapa ini main ml aja grafik rata kiri walaupun di practice yang heronya cuma DUAA sama aja padahal seminggu yg lalu pake frame rate ULTRA aja masih lancar kok sekarang jangankan main clasic main MAGIC CHESS AJA LAYARNYA GETERRR² WALAU MASIH PENEMPATANN,1,Negatif
"buat keseluruhan udah bagus,tapi sekarang jadi banyak darksistem jadi rank ku tu turun naik,trus jaringannya sukanya lemot padahal wifinya bagus' aja,tolong diperbaiki ya supaya saya sebagai pemain dapat bermain dg tenang",2,Negatif
"Gak ada ketegasan dalam akun sharing. Banyak pemain tapi kualitas sampah, matchmaking sangat buruk, tier atas banyak skill issue. What a jokes",5,Positif
Gua main ni game merasa gak adil karena gua lose treek 15 kali di akun mytich itu pun gua yabg mvp dan team gua masih legend. Tolong dong sistemnya diperbaiki agar kita hanya bisa bertemu dengan player yang rangnya sama,2,Negatif
"Game rusak. Match gak adil gak seimbang. Sistem game yg buruk. Bnyak cheater. Dari dulu gk pernah berubah. Developer gk becus ngurus game nya. Beda ama yg sebelah awal rilis developernya punya otak yg brilian. Gw yg udah main selama 5 tahun lebih nyatain buat pensi !!! Lo kira gue bakal mau di iming"" skin gratis murahan lu. Benerin dulu tuh sistem game lu biar adil dan biar gak ancur sistemnya. Bukan malah bagi"" skin murahan !!!!",1,Negatif
"Kenapa jadi sering tidak adil pembagian teamnya jadi sering kalah, terus percuma ada fitur penguat jaringan tapi tidak berfungsi jaringan tetap lag, niatnya main buat seneng tapi malah males",2,Negatif
lag parah padahal handphone penyimpanan nya bersih ga ada masalah jaringan pula tiba' di late game pas lagi war malah balik lagi login,1,Negatif
"Game game sampah dengan sistem matchmaking ga seimbang, bintang satu pun belum pantas buat game sampah ini, game paling busuk dengan rating yang tidak patut di mainkan. Game yang paling buruk dari semua game dalam sistem nya. Update terburuk pada patch kali ini, banyak bug dan gangguan server. Tidak pantas di main kan, tidak recommended untuk di instal. Sistem matchmaking yang tidak pernah di benarkan, hanya membuat game ini tambah tidak populer. Tidak layak untuk di instal. Bintang 0 utk rate",1,Negatif
"Game nya sih udah bagus tampilan sekarang nya sekarang udah oke, tapi yang kurang nya itu kenapa saat mulai matchmaking selalu lag padahal sinyal ku saat itu bagus terus satu lagi saat di pertandingan sering terjadi tuh tiba tiba lag sendiri hilang jaringan nya padahal sinyal ku baik baik aja, nah saya mohon buat pencipta game mobile legends ini agar dapat mengatasi masalah tersebut.kalau update dari segi tampilan nya sekarang oke lumayan 😄👍. Oke mungkin segitu aja ya thanks 🙏",5,Positif
"Abis update bukannya lancar malah susah sinyal, udah wifi + data, jaringan sering reconnect padahal penyimpanan masih banyak, mau push rank entar sore soalnya mau reset season kek gini banget ton moonton",1,Negatif
"Ini adalah game tersampah sekaligus developer paling sampah yang pernah ada. Sistem match yang tidak imbang dan adanya siklus kekalahan berulang. Dan juga sistem menang kalah yang sudah terpola agar memperlambat kenaikan tier, yang pasti cara ini tujuan untuk meningkatkan player aktif dalam game. Belum lagi event eventnya yang memaksa player untuk bermain dengan jumlah match yang sangat banyak untuk mendapat rewardnya. Game ini kikir dan tidak mau mendengarkan keluhan dari playernya.",1,Negatif
Ini seru gamenya bisa mabar dan menghapus bosan tapii tim aku selalu tidak benar bahkan lebih pintar komputer dari pada timku sedangkan musuh jago daripada timku🙃,5,Positif
"setelah update banyak bug , ganti akun tidak bisa padahal biasanya akun terkait bisa diganti . segera diperbaiki agar player merasa nyaman!",1,Negatif
"Magic Chess ku error, tidak bisa membeli hero. Kalau klik logo uang, selalu layar hitam yang muncul. Magic Chess semakin mengecewakan.",1,Negatif
"Tolong segera buat sistem dimana Player yg dapat gold setelah pertandingan, dipertemukan dgn tim yg mndapatkan gold juga agar gameplaynya setara, kami capek MVP dri tim yg kalah ktmu orang mythic main kaya epic.",1,Negatif
"Game nya gak jelas , sekali menang langsung dikasih musuh yang sulit , lebih baik game ini di hapus aja dari play store . Masih lebih bagus honor of king daripada game ini .",1,Negatif
"Maen dr belom rame pemaen dr sekitar 2016-2017 , akun ke hack orang, nge email minta dibalikin gabisa, banyak teteng bengek padahal id ama server udah dimasukin , PAYAH .. udh lama masih begini aje sistemnya, auto apus ML stop, percuma skin hero udh banyak ke hack orang gabisa balik",1,Negatif
"Mohon moonton Player solo jgn di bentrok lawan penjoki makin susah nyari kesempatan menang yg ad kalah Mulu ga sepadan lawannya biar lah penjoki vs penjoki biar adill ,dan biar player ML terutama yg solo,duo,party lebih meningkat skillnya, klo ketemu atau lawan penjoki kita kita mana bisa mohon di perbarui sistem match nya biar ga pada pindah ke game sebelah, Player ML ga bakal bosen atau ga bakal pindah ke game yg melebihi daripada ML klo match making ny Bener ,oiii moontod ini game apaan",5,Positif
"Game nya sangat buruk,jadi males ngasi bintangnya,soalnya gak pernah kasih lawan yang seimbang, setiap main di kasih tim yang bot terus, giliran lawannya di kasih yang udah pro semua, udah gitu sinyalnya kayak mintak lebih aja gitu, padahal sinyalnya bagus banget tapi giliran tanding sinyalnya jelek na'uzubillahiminzalik, jadinya gak minat main game ini lagi😏",1,Negatif
"Moonton pepek perbaiki tuh mach making gw main solo np lu kasih tim trio Ama duo mana tolol lagi, tukang trol, sama di kasih tim trio Ama duo jago lagi, yang niat lah, solo ya kasih semua yang main nya solo jangan kek gitu lah stres lama² Ama game ku ini, gw gak butuh skin cuma butuh tim kompak aja, apa susah ya ngasih tim bagus",1,Negatif
"Game makin hari makin buruk. Sinyal sm match making noh benerin, pantes pada pindah ke sebelah. Ya emg lebih nyaman sebelah. Ketar-ketir bisanya cuma kasih skin gratis tpi match making ga dibenerin. Tolol",1,Negatif
"game buruk bintang 1, banyak player yang ngga ngerti main di kasi di tim kita yang membuat kita semakin frustasi+ nambah stress, main gem cuman nyari kesenangan tapi ini malah bikin tambah stress, mending main gem sebelah sih daripada gem ini",1,Negatif
"Sangat mengecewakan, kalau gak di perbaiki sistem matchmaking nya auto pada males main mobile legend. Rating nya aja sekarang dah kalah sama game sebelah, kalau gak segera diperbaiki , gak menutup kemungkinan, ML akan punah",1,Negatif
"Setelah update malah gabisa masuk ke interface Tolong dioptimalkan lagi moonton, soalnya banyak player ml yang hp nya kurang kuat kalau terlalu banyak makan ram",1,Negatif
"Game tidak masuk akal,terlalu banyak player yang naik rank tidak sesuai skillnya dan jika di report player Tidak melakukan pelanggaran.semoga gamenya sadar diri tidak menghindari masalah dengan giveaway skin.",1,Negatif
"1 lelet 2 magic chess tidak bisa di buka setelah update tadi,, keterangan disana menunggu update Padahal sudah update semua Perbaiki lh itu",1,Negatif
"Tolong ini abis update jadi suka ngelag, setingan 120 fps ilang semenjak update, hp jadi panas banget padahal sebelum update ga terlalu panas , fps drop banget yang dulu selalu 80 fps sekarang 60 fps aja jarang banget sumpah ga enak mainnya kerasa banget bedanya apalagi masa baru main 5 menit hp udah panas bangettt jadi kecewa sama update nya padahal ini chipset hp udah mid dimensity 6080 game lain lancar masa ml ini doang yg game MOBA lagggg",1,Negatif
mekanisme pertandingan nya tidak setara apabila saya bermain mendapatkan tim yang feed terus menerus sebagai contoh moontod memberi saya kemenangan 1 dengan kekalahan 2 - 4 kali dengan memberikan tim yang sangat sangat tidak mengenakkan dan sangat sangat membagongkan karena di tim saya terdapat player yang melakukan feed dengan sengaja maupun tidak di sengaja apakah ini game yang kata nya game seru seru an apa nya seru di kasih musuh yang sulit semua nggak ingin player nya merasakan kemenangan,1,Negatif
"Saya jujur udah banyak nyoba game moba di mobile tapi menurut saya ml salah satu moba dengan sistem hukuman terburuk dari semua moba yang pernah saya mainkan. Jujur saja saya main ml diantara 15 match sehari bisa ketemu player feeder troll, dan afk bisa sampe 10 match. Dan ketika direport tidak diberi hukuman apa apa. Satu team nge troll ambil lane orang, main tidak benar mati bisa sampai 10 tapi ga berkurang kredit skor nya. Makin buruk sistem ml tolong diperhatikan lagi moonton !",1,Negatif
"Tolong perbaiki sistem manajemen konten, karena ada file yang ingin saya unduh dan tidak utamanya file skin yang tidak saya butuhkan saya hanya ingin mengunduh file untuk menjalankan sistem",5,Positif
"Game bikin stress,saran gw gak usah main ini,karena game ini banyak bikin kalahnya buang buang Kouta kalian,mending main free fire daripada lose streak gak ada hasil game pilih kasih wkwkwk",1,Negatif
Aku kasih bintang 1 karena aku enggak menang-menang padahal udah master tiba-tiba enggak menang-menang aku selalu dikasih playernya berbuat macam mana nggak ada dark sistemnya coba dong sistemnya nggak ada pasti aku kasih bintang 5 pasti game mobile legends pasti lebih berkembang kalau nggak ada dak sistemnya lihat tuh honor of king dia nggak ada dark sistemnya menang-menang makanya banyak orang mobile legends yang pindah ke honor of Kings,5,Positif
"Kasih aja teros dark sistem,keluh kesah dari player gak pernah di dengerin,bikin fitur bukannya makin bagus tapi malah makin jelek+berat,keluar bentar dari apk ml lgsg ngulang match,makin update makin banyak bug...intinya ini game rusak",1,Negatif
"Aku suka banget game ML kenapa? Karena heronya kuat² cuyy, dan lagi Miya sama Aurora itu super duper kuatt!! Aku suka game ini plss, dan aku gak bakalan download honor of king karena dia copy paste ML! Terima kasih udah baca ya..!",5,Positif
"Vangkee moonton, yang di update harusnya sinyal sama tim lawan pada ga ngotak jangan banyakin event skinn tapi lebih ke draft pick sama jaringan thanks montod vangke emang(†)",2,Negatif
"tolong jangan di update mulu game nya udh seruuu menurut saya tapi setiap seson/bulan update mulu hp jadi ngebug trus pas mau update malah ke reset data ml nya padahal ruang penyimpanan masih 68 masih muat tapi kenapa ke reset pas udh ke download semua data nya saya kecewa buang2 paket sekali update 7gb gara"" ke reset semua data ml nya",1,Negatif
Sangat enak dimainin meskipun ada juga yang dark sistem tapi gapapa dan kurangilah dark sistem. Game mlbb ini sangat mengurangi kebosanan dan aku harap semoga dibaca oleh pencipta games ini☺😉😉👉👈,5,Positif
"Udah game ini paling parah, main sinyal merah terus sampe bosen kalah, parah separah-parahnya, sampe bingung lagi mau review apa tentang game ini, skin dibanyakin tapi gameplay nggak lagi fun.",1,Negatif
Seru sih dan banyak hero nyaa terus kapan? Update kata nyaa ada hero baruu kok? Nggak ada sihh aneh!!!,5,Positif
Game baik grafik oke skin banyak tapi ada sedikit masalah di sinyalnya dan musuh yg terlalu sulit menurutku itu saja,5,Positif
"Terbaik memang ni game aku baru saja mendapatkan skin gratis dari monton ini sangat bagus sekali lagi lagi bikin event gratisan biar saya makin betah mainnya, dan maaf kalau saya sering toxic dan afk karena ada alasannya, alasan saya afk itu karena jaringan mohon di maklumi ya monton saya bakal main dan tidak afk selama beberapa game dan alasan saya toxic bukan musuhnya ataupun teamnya melainkan kerjasama nya saya ngetik tidak menggunakan kata baik tidak kata kotor ketika toxic.",5,Positif
"Game nya bagus heronya menarik,kalian harus coba 🙂 GK boong loh,ada banyak pilihan Hero dan skin yang harus kita beli Tapi jujur aku kasih 5 bintang buat montoon🥰,dan buat montoon semangat ya❤️",5,Positif
"Kecewa sama update terbaru ini banyak bug saat in game contoh nya sinyal lag pas war itu yang bikin saya tidak nyaman,tolong di perbaiki",2,Negatif
"Jaringan dalem game jelek mulu padahal jaringan aslinya bagus mail ml gaada jaringan mulu giliran dipake main ff lancar²aja ditambah dapet tim yg darksistem mulu,kesel juga lama²di apus juga ni ml bikin darah tinggi",1,Negatif
"Makin kesini ini game makin tidak jelas,,,,dark sistem ,jaringan gak jelas,banyak bug,,,hadeh ,,, Saya pikir ubdate jadi lebih baik tapi malah justru sebaliknya...",1,Negatif
"jaringan gak stabil, dan sering drop, hp pun jadi cepet panas. perbaikilah hal berikut, kalau jaringan jelek, dan tidak terkoneksi, malah kita yang di hukum AFK. perbaiki kwalitas jaringan",1,Negatif
"Saya ingin membuat keluhan, pada saat mendownload resource data saya selalu mengalami stack dan saya juga sudah mencoba berbagai cara dan resource tersebut masih tetap mengalami stack, jadi saya mohon kepada pihak developer segera memperbaikinya",5,Positif
"Haha, matchmaking selalu di beri masukan ""tidak seimbang."" Tak ada perubahan, musuh jago team cupu. Percuma skin gratis ngasih matchmaking gak pernah bener. GG.",1,Negatif
"daripada bagi bagi skin gratis mendingan perbaiki dulu sistemnya, game terakhir saya aja dapet silver, padahal kill udah tinggi.. kill tinggi salah.. mati dikit salah.. gold ketinggalan/kelebihan salah.. selalu dapet silver, sistem gajelas banget",1,Negatif
kalo ngasih skor ngga mikir member waktu itu tiba² kuota abis jadi afk tapi dapet skor diluar nurul + dilaporin tambah ancur. terus buat nambah kredit cuma 3 poin ditambah tiba tiba jaringan ngga normal kocak dah lu,1,Negatif
Kenapa ya saat udah mau naik rank pasti ada aja di kasih tim yg GaK bisa main dan ngasihnya tu gak cuma 1kali tapi 5 kali apalah itu dan saat main padahal jaringan enak tapi kok nge leg trus dah apalagi klo nge leg parah pasti ada aja tu kehilangan bintang harus nya gak usa di hilangin kan gak ngetrol kan jaringanya yg salah 😔 buang² waktu baru login udah di bikin kalah 2 kali trus Mending kalian hapus aja lah mlbb😡,1,Negatif
saya merasa sangat bahagia ketika bermain game ini karena saya sering di kasih lose streak dan tim yang sangat beban saya juga sudah lose streak sebanyak 20 kali dan winstreak sebanyak 5 kalo ga salah dan sekarang mobile legends juga memiliki jaringan yang sangat buruk karena jaringan buruk dan tim yang tidak seimbang itu membuat saya harus ikutan lose mohon di perbaiki secepatnya ya monton ini saya mohon sekali montonn monton sayang kami kami sayang montonn!!! Terimakasih,1,Negatif
Game nya udah bagus ya darigrafik nya permainan nya sangat seru tapi terkadang tim suka di kasi dark sistem sampe malas main rank padahal cape cape mau naik rank epic malah turun season padahal sekarang buat menang aja susah di rank tim kadang gak berguna bahkan musuh di kasi tim yang susah banget di lawan mohon ya moonton diperbaiki masalahnya soal dark sistem.semenjak update mlbb makin banyak dark sistem. sebelum di update game nya itu sedikit dark sistem nya cape main nya jadi kurangin dark,4,Positif
"Game nya bagus , game nya juga bisa main oflline , pokonya seru bngt dh . Walau sering kalah tapi tetep semangat buat nge-push nya , mksh ya moonton game nya seru , tapi memori saya penuh mau update nga bisa padahal mau main soalnya keseringan kelewatan event bagi bagi skin Ama moonton 😭😭. Padahal mau jadi junior tapi masih amatir 😩😩",5,Positif
Update malah bikin game rusak. Saat dalam game layar tidak merespon sentuhan jari. harus nunggu lama baru bisa merespon dan ini hanya terjadi dalam game. Untuk melihat notif dan keluar dari game masih bisa,2,Negatif
Buat game ini sangat bagus tapi ada kurang nya saya selalu di kasih tim ka seibang masa musuh tau main tim gw kaga tau main pls tolong kasih saya tim yang seibang sama musuh semoga dibaca,5,Positif
"ini masalah nya. sya sering sekali waktu main. kadang"" ada player menyebabkan leg sewaktu war. padahal jaringan stabil itu lah sebabnya kita ngak pernah menang memang. dan ngak naik naik ke tingkat yang kita inginkan. iyaa menang. kalah menang kalah. gitu terus sampai mau turun season. dan ngak seimbang timnya. padahal Uda main lama tapi ngak ada peningkatan. dan untuk. magic case nya ini kadang nggak seimbang henta para commander atau buog Hero nya.",1,Negatif
"payah game ini,kenapa bisa terjadi pemberitahuan update apk Di saat berjalan rescuredata 😞 Udah di Update malah eror Sama sekali gak bisa buat log in seperti biasa nya 😑 apk game jadi eror setelah Di update,payah,auto uninstall selamanya , payah di turuti update apk malah jadi eror",1,Negatif
Ada banyak bug dalam update terbaru seperti waktu mau main pas waktu semua udah pilih Hero aku di kembalikan lagi ke room sebelum masuk Udah 2 GK bisa masuk ke pertandingan TPI di riwayat GK ada dan aku udah coba keluar dlu TPI GK bisa tetep gak bisa masuk ke match tadi sinyal oke dan ada bug yang tmen aku udh mythic TPI gambar ranknyh udah epik padahal season 2 hari lagi tolong di perbaiki developer,4,Positif
"Udah update tapi masih ada terjadi bug di beberapa perangkat, tolong perbaiki secepat nya",1,Negatif
"Banyak sekali event yang di keluarkan oleh moonton,seperti give away skin gratis dari basic ,elite , special bah kan skin collector pun moonton kasih ,asal kalian setia di mobile legends ,ikuti terus event nya dijamin seru ,dan jangan bandingin dengan game sebelah Karena masing-masing game memiliki keunikannya sendiri-sendiri ,nah...tunggu apa lagi ayo download Mobile legends bang bang sekarang juga...!!!. Fiuhh..gimana keren gak promosi aku?😅",5,Positif
Update yang sangat bagus dan bermanfaat ada saya juga berterima kasih atas skin gratis yang telah di berikan dengan kata lain meningkatkan cara bermain tapi saat pembagian skin tolong di adilkan beberapa player lama tersinggung yang aslinya skin mahal menjadi pasaran sekali saya berterima kasih kepada pihak Moonton karena membuat event yang menarik,5,Positif
